client_id,response_rate
c16915350,1.0
c76217932,1.0
c11626154,1.0
c29320033,1.0
c19896304,1.0
c31238958,1.0
c99936245,0.0
c66035856,1.0
c65631523,1.0
c79966938,1.0
c34598052,1.0
c06410889,0.0
c91975962,1.0
c70809306,0.0
c55008656,0.0
c91429717,0.0
c78122264,0.0
c78730579,0.0
c64921227,0.0
c87820703,1.0
c50508225,0.0
c31223763,1.0
c72767676,0.0
c10724607,0.0
c24733864,0.0
c19746886,1.0
c95822722,0.0
c20989037,0.0
c40409999,0.0
c66400414,1.0
c74834306,0.0
c50843783,1.0
c74060599,0.0
c51410369,1.0
c58976707,0.0
c55194928,1.0
c39765311,0.5
c07043913,1.0
c30771066,0.0
c32551711,0.0
c77591833,0.0
c88005041,1.0
c14667422,1.0
c53833058,1.0
c90600205,1.0
c82706358,1.0
c62204007,0.0
c47595608,1.0
c79573333,1.0
c43443919,1.0
c02929868,0.0
c37089836,0.5
c23709838,1.0
c58681968,1.0
c13364706,1.0
c89366858,1.0
c88372992,0.0
c00291796,0.0
c79747130,1.0
c57241445,1.0
c22047512,0.0
c36064725,1.0
c38519876,1.0
c22001959,0.0
c84569840,1.0
c38608122,1.0
c49227354,0.0
c56951961,1.0
c54480812,0.5
c23016411,1.0
c19019366,0.0
c19950018,1.0
c21596323,0.0
c76299393,0.0
c00337040,1.0
c88346219,0.0
c62864890,1.0
c51825064,1.0
c74873111,1.0
c05032179,1.0
c50323056,0.0
c92964828,1.0
c99915206,1.0
c18970496,1.0
c98047531,0.0
c83062171,0.0
c30765293,0.0
c15806217,0.0
c12427521,0.0
c94979722,0.0
c30925051,1.0
c61103875,0.0
c75614184,1.0
c99474999,0.0
c35386486,0.0
c57146412,0.0
c14967460,1.0
c61493919,1.0
c44614918,1.0
c10125802,0.0
c44954287,0.0
c81899492,1.0
c34824778,1.0
c89412548,1.0
c70654349,1.0
c30766081,0.0
c77166842,0.0
c77161802,0.0
c57924243,1.0
c16341234,0.0
c11601954,1.0
c02119821,0.0
c34148203,1.0
c81757033,0.0
c40432644,0.0
c60426778,1.0
c41220874,1.0
c23957938,1.0
c21744004,0.5
c91061456,1.0
c80415067,0.0
c81669142,1.0
c03933464,1.0
c28526980,0.0
c35488382,1.0
c09254541,0.0
c91078183,0.0
c48580632,0.0
c89641597,0.0
c79108797,0.0
c45750461,0.0
c35239845,1.0
c81772991,1.0
c60627503,0.5
c79107190,1.0
c72784004,0.5
c00598175,0.0
c79313780,1.0
c59062432,0.5
c33811585,0.0
c98583064,0.0
c61064914,0.0
c18283948,0.0
c17376286,1.0
c64737546,0.0
c02925417,1.0
c72457715,0.5
c48565666,1.0
c02913998,0.0
c28800574,0.0
c18524460,0.0
c40967152,0.0
c04619130,1.0
c50023079,0.0
c14172783,1.0
c03498851,1.0
c46676633,0.0
c16336865,0.0
c71992134,1.0
c56047303,0.0
c01655775,1.0
c97233548,1.0
c04824109,0.5
c59671216,0.0
c31511545,1.0
c32782566,1.0
c61245107,0.0
c78809155,0.0
c94314147,0.0
c59363641,1.0
c49251356,0.0
c46007230,0.0
c17811698,1.0
c15101449,0.0
c85644516,0.0
c45591227,0.0
c36280150,0.0
c22644600,1.0
c65706082,0.0
c08776588,1.0
c14050412,0.0
c97956330,1.0
c65092368,0.0
c60699954,1.0
c66648883,1.0
c09471593,0.0
c83505621,1.0
c42747940,1.0
c22502383,0.0
c88743531,1.0
c18180656,0.0
c13093399,0.0
c77692017,0.0
c57574673,1.0
c28413595,0.0
c32045870,0.0
c25635348,1.0
c36377923,0.0
c34051820,0.0
c65874242,0.0
c87332422,1.0
c33589647,0.0
c58585247,0.0
c67896819,0.0
c13244537,0.0
c23507806,0.0
c42743940,0.0
c84896002,0.0
c77749586,0.0
c09269709,0.0
c84321552,1.0
c52762435,0.0
c92979659,1.0
c12443578,0.0
c65475621,0.0
c81776017,0.0
c55438404,0.0
c70202487,1.0
c64139312,0.0
c43695456,1.0
c87578226,0.0
c79069988,0.0
c37298229,1.0
c27231406,0.0
c35254845,0.0
c94944437,1.0
c15239514,0.0
c63096542,0.0
c58359428,0.0
c54322614,1.0
c11160629,0.0
c14183781,0.0
c65161671,0.0
c96629040,0.0
c92950135,0.0
c23096395,0.0
c27722684,0.0
c17019280,0.0
c10841875,0.0
c24084074,1.0
c04525029,1.0
c64612340,0.0
c69490598,0.0
c74258105,0.0
c16299424,0.0
c00300712,0.0
c80599143,0.0
c93394984,0.0
c51843664,1.0
c40020195,1.0
c41947379,0.0
c98891665,0.0
c55631318,1.0
c81741114,1.0
c29635584,0.5
c17674039,1.0
c44685342,0.0
c22717607,1.0
c94831309,1.0
c05897016,1.0
c79629864,0.0
c17242583,1.0
c98984715,0.0
c82300573,0.0
c92244570,1.0
c84356914,1.0
c18486223,0.5
c01781741,0.0
c12094393,0.0
c76728572,1.0
c19542029,1.0
c24605900,1.0
c00890618,0.0
c37856941,0.0
c03571895,0.0
c64701241,0.0
c06856827,1.0
c46196976,1.0
c44700002,1.0
c28050355,1.0
c24165476,0.0
c77917534,0.0
c51199288,1.0
c63350066,0.5
c33260253,0.0
c37604130,1.0
c53567641,0.0
c70124669,0.0
c62022826,0.0
c11661272,0.0
c24572520,0.0
c49604238,0.0
c40346964,1.0
c97159461,0.0
c70493434,1.0
c76261662,1.0
c51367090,1.0
c58284753,1.0
c50298532,1.0
c29381926,1.0
c71160834,1.0
c89018537,1.0
c77722174,1.0
c08237195,0.0
c71809636,1.0
c72056573,1.0
c44356702,0.0
c79935019,1.0
c19445171,0.0
c89723786,1.0
c11423507,1.0
c42702494,1.0
c05585972,0.0
c79626981,1.0
c89771496,1.0
c11897614,1.0
c23207960,0.0
c34949712,1.0
c18322627,1.0
c83530375,0.0
c11378074,0.0
c60759935,1.0
c53841781,1.0
c97934049,1.0
c64574006,0.0
c17221610,1.0
c08509284,0.0
c24129630,1.0
c52252180,1.0
c31506609,0.0
c44537754,1.0
c91810220,0.0
c19775091,0.0
c20747052,0.0
c31454488,0.0
c61564087,1.0
c66137911,0.3333333333333333
c62500823,1.0
c67220888,0.0
c54545521,0.0
c68454739,1.0
c43042851,1.0
c22770743,1.0
c26856851,0.0
c64086463,1.0
c66802442,1.0
c44936505,0.0
c79515497,1.0
c91903368,1.0
c71132344,1.0
c08454244,1.0
c22772434,0.0
c73764182,1.0
c03247420,1.0
c93016812,0.0
c31984074,0.0
c72140879,1.0
c21463108,1.0
c95182343,1.0
c50411794,1.0
c89554115,1.0
c54762091,0.0
c51611227,1.0
c87234558,0.0
c44360227,0.0
c13357127,0.0
c28404947,1.0
c74583345,0.0
c60401439,1.0
c65997411,0.0
c17174031,0.0
c21788678,1.0
c11886917,0.5
c49681556,0.0
c38049115,0.0
c53530365,1.0
c64244405,1.0
c33895599,1.0
c71953067,0.0
c92920854,0.0
c00596864,0.0
c99773396,1.0
c05280585,0.0
c41304343,1.0
c50995203,0.0
c31691739,0.0
c76461732,0.0
c48558490,0.0
c46133549,1.0
c58072538,1.0
c11218254,0.0
c14797925,0.0
c82358267,0.0
c37649464,1.0
c79251321,0.0
c84585874,0.0
c80645230,1.0
c65551649,0.0
c43477458,0.0
c80572213,1.0
c17811608,1.0
c17264583,0.0
c98397578,1.0
c80262165,0.0
c05158377,0.0
c03194259,1.0
c45408768,0.5
c45347371,1.0
c74616731,0.0
c43891562,1.0
c92867753,1.0
c82571206,1.0
c71506819,1.0
c17381928,1.0
c97760758,1.0
c67178623,1.0
c74471356,1.0
c73291658,1.0
c97448349,1.0
c35600394,1.0
c60127982,1.0
c07079474,1.0
c29541705,1.0
c20490812,1.0
c69508073,1.0
c17561068,1.0
c16434910,1.0
c78455553,1.0
c32436615,1.0
c73550017,1.0
c86324556,1.0
c92979480,1.0
c78518227,1.0
c93880159,1.0
c94696999,1.0
c45063127,1.0
c04879564,0.0
c59836959,0.0
c54045149,0.0
c68651004,0.0
c26195237,0.0
c27258129,0.0
c74689620,0.0
c80236143,0.0
c39120379,1.0
c82624698,0.0
c48782268,1.0
c56727247,0.0
c52429563,0.0
c49584893,0.0
c30846446,1.0
c03849410,0.0
c43018294,0.0
c12680000,0.0
c40454139,0.0
c57571434,1.0
c11766216,0.0
c21771844,0.0
c33397012,1.0
c41225822,0.0
c48861957,0.0
c20681165,0.0
c90160180,0.0
c12417088,0.0
c53393266,0.0
c12644274,0.0
c59911337,0.0
c24235869,0.0
c42093610,0.0
c45526123,0.0
c06591885,1.0
c30298564,0.0
c04340806,1.0
c33943840,1.0
c49555466,1.0
c24269288,1.0
c65483346,1.0
c87338361,0.0
c56871903,0.0
c97012924,0.0
c97378565,1.0
c27078455,1.0
c98385553,1.0
c82784115,1.0
c52673133,1.0
c47811134,1.0
c53422457,1.0
c30677342,0.0
c02425944,1.0
c22637687,1.0
c84963727,0.0
c59048807,0.0
c48778977,0.0
c92975089,0.0
c54978136,1.0
c65077230,0.0
c32709476,0.0
c31029087,1.0
c35070433,0.0
c68555975,0.0
c11925502,0.0
c58098485,1.0
c17389387,1.0
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
c51963877,0.0
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
0.5437,0.5437
